"","0","1","2","3","4","5","6","7"
"Armc1",0.389771121143722,0.274960338699701,0.39811904890724,0.337337899312688,0.394446926158314,0.333952412074883,0.446431452109409,0.448422742224894
"Mtfr1",0.425018264217836,0.311082212738236,0.46747608458704,0.356439264252667,0.519753480406179,0.395463020822318,0.588275082210498,0.543864382291916
"Pde7a",0.717539234785064,0.234855617384028,0.795346119116337,0.381028383926185,0.973757974470268,0.19463164457582,0.357574040494308,0.622737610929865
"Dnajc5b",0.110898539145618,0.0477967785795604,0.114258921969598,0.102905657544321,0.17491870051114,0.0223800561165928,0.0995089897247119,0.122671880723952
"1700064H15Rik",0.34528198208518,0.269037074882417,0.371190016028591,0.376649257267137,0.417046827086145,0.138366793784959,0.469941334232145,0.485798762553156
"Trim55",0.0208302285892365,0.0192180233475058,0.084194884684134,0.0287562363820542,0.0670194950179981,0.011892199270907,0.28078246682775,0.0281198263359103
"Crh",0.00991370813820359,0.00534242580206765,0.0264241724983965,0.0199327962952567,0.0535310743217608,0.00150858304411773,0.040783380207505,0.0560585624694364
"4632415L05Rik",0.186069467780349,0.13048036196625,0.212015023284655,0.170576510181201,0.238124745879021,0.0360586429355845,0.0975323882680678,0.29857674892555
"Cp",0.0601040553441662,0.128154766676427,0.055262665129935,0.131218375310939,0.0514052963813484,0.318759368003484,0.109452629370886,0.0437053876232983
"Hps3",0.601568248262776,0.466736587813356,0.384614917195668,0.594407466846663,0.337267042178193,0.661932859548103,0.326729928937515,0.345983503579751
"Hltf",0.446033638493919,0.339991785331121,0.542962739695971,0.275885323548532,0.504189538962942,0.386943394604368,0.313620782556623,0.353349788702584
"Gyg",0.212931323008225,0.269197026487267,0.310496441365492,0.258715519963203,0.330890037982147,0.214602784207283,0.150021251913763,0.324881119986885
"Cpa3",0.00745951221515317,0.0267618339641376,0.139251856242063,0.0178497211422411,0.175560404981073,0.00335392537626645,0.0453761247500499,0.0453649749523049
"Cpb1",0.00464980913257936,0.0061681122312717,0.0227900764092314,0.0233211036966713,0.0471677015174548,0.000457144590141237,0.0230745851361074,0.00743101048017364
"Agtr1b",0.00581079562365529,0.0111250028305633,0.015642427926969,0.0491696881849419,0.0360104155830027,0.0123058363710356,0.0307574790989692,0.0395624309699198
"Tbl1xr1",1.06394064471786,0.683668275701881,0.820813846324364,0.863406789779811,0.878351706800914,1.04941080890532,0.558764780630989,1.0414763761711
"Spata16",0.0208346892069336,0.0505382423637135,0.0561796683700852,0.0290069736695822,0.01893090610645,0.0225009979476092,0.095113266393608,0.0183861959665253
"Ect2",0.335811425160941,0.309319873867961,0.410219302982351,0.260366262072234,0.369448030232084,0.405546997746151,0.464321463599418,0.388649073793846
"Nceh1",0.532383957476214,0.620695812520496,0.486719430065583,0.748037775784088,0.558305530732662,0.495318689447326,0.460217248604332,0.668890873290639
"Tnfsf10",0.140384317979291,0.0633425679556543,0.372761075833537,0.148535292263632,0.458658762367478,0.0343913474903708,0.114914450872533,0.431569281175678
"Ghsr",0.00302700995218083,0.00232089318426627,0.00949781204762382,0.00382894386769473,0.0369530254120152,0,0.00517296464266418,0.0224587985327373
"Fndc3b",0.390290165921043,0.95020249098683,0.367364202711926,1.30338439101228,0.700726335180554,1.1128907328713,0.478767239398056,1.48237087195742
"Tmem212",0.00555070914029854,0.0264215642511556,0.0089862315441067,0.0302150415720489,0.000743777742792485,0.0249137782231862,0.0392000685112032,0
"Pld1",0.0386123605432357,0.413984064308407,0.128943319035301,0.47697691454592,0.253479516329684,0.229471680713875,0.23646772903493,0.174530299808639
"Tnik",0.345994641371671,0.141577293100146,1.0379675735038,0.203973592646429,0.869553459635981,0.0512938755636665,0.404755423245857,0.133591783600802
"Slc2a2",0.0136220398227016,0.00881142047031388,0.0280572423975125,0.017010550745945,0.0184948428797228,0.00890618648563502,0.0325398370315102,0.0399635387792596
"Eif5a2",0.127860762697124,0.029574332117811,0.173801953542406,0.108750172074902,0.18268662060194,0.0210721157033024,0.26351331868089,0.178562978038779
"Rpl22l1",0.215579879052691,0.212813636203635,0.252485582156158,0.219215806480805,0.278562266339881,0.18219542018168,0.278055499127043,0.259821124687094
"Gm1527",0.00145200552455156,0.00471307530111764,0,0.00346649892170078,0.00341939471335815,0.00366604561706474,0.00588215917480879,0
"Actrt3",0.11448699674078,0.0525200936477057,0.163989664870613,0.0820367570918757,0.16338723119781,0.0614106793715562,0.133761803127407,0.185166874230859
"Mynn",0.574654174025185,0.392757445548097,0.631143946655375,0.422274402740139,0.590704720692433,0.504353979817941,0.572521184008766,0.585942355974763
"Lrrc34",0.0156873129444645,0.0313319620547519,0.0155195593664332,0.0417782260107289,0.0162004805689396,0.0197373344753409,0.0365213111114232,0.0287345613841838
"Lrriq4",0.0305523318491637,0.02749821174946,0.0306588781083125,0.0458935388451186,0.0329487162190772,0.0229017530200034,0.0334812250504581,0.0178571620332254
"Lrrc31",0.0052154897797208,0.0124453436366176,0.00855593239527753,0.0100997722250336,0.0113924359182941,0.00826852457750853,0.0410624433252933,0.0157109864844694
"Samd7",0.0098566679717811,0.0257059937005467,0.0128462374342647,0.0237087286081677,0.0106922933111824,0.0150439423736694,0.428042955202664,0.0545792043460433
"Sec62",0.252152998606046,0.22552809315738,0.27313697985616,0.199014026144858,0.275247776140997,0.208753598847793,0.403030744346442,0.290039266966646
"Gpr160",0.130073908204639,0.409162541092669,0.281578833971983,0.48098879574244,0.518952377436887,0.321993233605627,0.185619945717937,0.479407656234967
"Phc3",0.22022295767889,0.193984893657264,0.51068965547726,0.269831125970177,0.416673676279399,0.110526199610768,0.258959682495114,0.691765553320093
"Prkci",0.26322187891053,0.39912509497356,0.250757208643368,0.265244910014333,0.251530700651373,0.239184658829952,0.318850245685875,0.416293373536986
"Skil",0.559512039685753,0.437278462990387,0.441176615413937,0.525860659514357,0.556868292649365,0.590262792845881,0.264664402126092,0.86065677354888
"Cldn11",0.00873072338268129,0.0110235158542027,0.0112556844578356,0.0117634455166206,0.00698042236575794,0.000508237366038086,0.0126819900681863,0.0504867667982482
"Slc7a14",0.0164828254894127,0.0371323716047641,0.0467489462992992,0.0419731500742325,0.0257953479722126,0.0416157265457995,0.0938162424069488,0.00358476494890749
"Kcnmb2",0.0172138441878605,0.0305686807990078,0.0292998980545218,0.0424709657431333,0.0225137477034435,0.0295986580094323,0.0517275749087958,0.0383411013962526
"Zmat3",0.0880041331894371,0.0351942497976879,0.162995617228985,0.0817129688204331,0.164372702681758,0.0401308639322613,0.0939409547097359,0.179327838906866
"Pik3ca",0.562197820365417,0.361856701865339,0.573630069916736,0.491699649980743,0.587675950858519,0.507029776545914,0.44207516501351,0.894414116821143
"Kcnmb3",0.225016876227572,0.0192136179740294,0.0415144737227644,0.0319207967854623,0.0533306184034351,0.00715675561457894,0.0464021045089021,0.156315461682195
"Zfp639",0.337585593041354,0.246158034500999,0.364983726111137,0.266146057360737,0.3472396734157,0.140408577906267,0.338427915612101,0.400214366332218
"Mfn1",0.215511555660094,0.187040748070921,0.252590693665672,0.228166365281836,0.329070288972356,0.217696961322452,0.264401629696679,0.349694664196002
"Gnb4",0.0509153530785506,0.0185680573135799,0.0980593405794674,0.0593118970855602,0.0850138520631713,0.0156645438063613,0.0962874100703903,0.103908937137361
"Actl6a",0.409877257938828,0.374008139203872,0.47024935336424,0.406549024515138,0.439411947500054,0.359383259377825,0.486945224341331,0.520623846935434
"Mrpl47",0.375144461187359,0.310442221665945,0.421569366552345,0.340231421885315,0.389010241077849,0.511108526890638,0.374951969826829,0.421495891670145
"Ndufb5",0.375310861138873,0.307565492505398,0.42179330290772,0.343424537442751,0.381102719966162,0.508839299635663,0.378589555568117,0.421495891670145
"Usp13",0.0155262789920552,0.0147108588062209,0.0124181637275464,0.0178764670788255,0.00504266305749535,0.000539404214751747,0.0338701633490948,0.00913292634064609
"Pex5l",0.0181737514824126,0.0308692396274532,0.0338790536346909,0.0283724556220037,0.0159095987562343,0.00904090691632818,0.0670351998017738,0.0258263611540394
"Ttc14",0.358498744626787,0.321477265845841,0.395026666362677,0.299304494350787,0.422829952905586,0.297587705883579,0.366660768723228,0.472244388509505
"TTC14",0.351883234671368,0.319201445005955,0.392541918758092,0.290630752827396,0.417749051338873,0.297587705883579,0.36159920088203,0.462462497478168
"Ccdc39",0.0407470239932959,0.0360884627851019,0.0623283487693405,0.0652921422515758,0.0642570706021266,0.0171257837900562,0.0613247065221664,0.046012384908043
"Gm9791",0.000686678505557488,0,0.0019181940707933,0.00193884481923688,0,0,0.00634907166636092,0
"Fxr1",0.223524202636039,0.154533228142676,0.278541837168275,0.323378019848995,0.280079040036443,0.127294143567072,0.301515011787462,0.36970574708613
"Dnajc19",0.144996490100177,0.120162264453366,0.174905459035932,0.195372850416112,0.162848687087492,0.0354814162230686,0.15855684352774,0.18043667695108
"Dnajc19.1",0.113584319108059,0.0981967910115436,0.128383157756464,0.115232339888874,0.123074209805921,0.0332607271818997,0.128396283795202,0.164325618105735
"DNAJC19",0.111326782734501,0.0981967910115436,0.126978215373166,0.113788071377991,0.119412794461651,0.0332607271818997,0.126399275321982,0.164325618105735
"Sox2",0.000988224360372929,0.00147305102505468,0.000707563575033047,0.0036168624273542,0.00182231207136031,0,0.00780756037132882,0
"Atp11b",0.355700950349822,0.386578132728874,0.482131245750113,0.305609869805949,0.570482637950599,0.461856743861422,0.421246757714748,0.499561278665227
"Dcun1d1",0.467033183757386,0.230435794932215,0.313195042143327,0.320380158580753,0.350626240725989,0.219265338160689,0.645550059016636,0.434258166218452
"Dcun1d1.1",0.466368333115203,0.234374778338571,0.312340318003766,0.319171403991391,0.346546515978321,0.215905919108494,0.643549360602675,0.434258166218452
"Mccc1",0.276816584895286,0.254005415015337,0.276867065777711,0.299921306235154,0.280654098027,0.187998820033,0.249688644941495,0.293718645501443
"Ccdc144b",0.0129174002993954,0.00424792539261812,0.0182407083669435,0.0152059598552101,0.024830199037578,0.0126796959479096,0.0533520953397659,0.0449716425617941
"Acad9",0.243208854531728,0.136902131179157,0.156972592722102,0.181198481390599,0.132420836502241,0.111805397445143,0.124991141709192,0.248941883389978
"D3Ertd254e",0.00598675857817676,0.00132705143860035,0.00266245623253303,0.00687465756203007,0.0134508539624847,0.00254563850901669,0.00748564628965253,0.0153379061977247
"Qrfpr",0.0118679336331846,0.0188473361785269,0.0100903852070551,0.0194075890340603,0.00586275760452765,0.002700943335877,0.0232045177180832,0.0152718493068648
"Anxa5",0.354126381089185,0.32170708747982,0.436351579065421,0.419839993890995,0.35609048326361,0.0572343425806741,0.171807541316216,0.467363102093706
"1810062G17Rik",0.347792001964288,0.308985132419199,0.4157464847253,0.343265165679784,0.335637541178484,0.0576157136179773,0.140844421434712,0.450028906527067
"Exosc9",0.0737232988775746,0.0595332438737935,0.136919104643803,0.0814226186365949,0.126354624222283,0.0527711683533894,0.172316323740374,0.133843516785441
"Ccna2",0.272559395833134,0.215481302884174,0.302203171135572,0.295268380346159,0.258725911443876,0.160049513818678,0.533604123680294,0.339692107798921
"Bbs7",0.0705746506526149,0.0173348000717908,0.0870773713008297,0.077512293148775,0.117803468084827,0.00460979285867205,0.130701553412871,0.175810840234136
"Trpc3",0.0153488367909441,0.0170624440814315,0.0307661976473176,0.0281032082648516,0.0286170805372094,0.00950114968352466,0.0432062360442913,0.0606169680992849
"4932438A13Rik",0.362915419081066,0.437514759502827,0.557686646532803,0.356199659926838,0.545624003775318,0.465589631369163,0.407844848101906,0.494591890680761
"Adad1",0.0323400261303937,0.015672143445842,0.0739352873804952,0.0628388307903496,0.0287679315257904,0.000928975305712939,0.0484074210077781,0.0154663757816079
"Il2",0.00606997459245378,0,0.127719117541627,0.00558647771919335,0.0692913499391128,0.0036119790485901,0.00747439718451885,0.0184671279813803
"Il21",0.0138639223030625,0.00460365536582369,0.0760950654875706,0.00706094008428061,0.00902063710355786,0.00436529072197451,0.0117829977819807,0.0975129335906948
"Cetn4",0.210037360186135,0.101112972703519,0.268583952986842,0.201693951058489,0.303735448053019,0.0366972492001897,0.187019990827062,0.293475048411508
"Fgf2",0.28888614479293,0.301546576558925,0.454669086463607,0.505831637672311,0.439675534663521,0.138082273953934,0.380829621239362,0.402227229579472
"Bbs12",0.217099346134303,0.10742640552799,0.285443615377128,0.21471980410852,0.300202888770722,0.036187935075987,0.195319207726403,0.297398305684524
"Nudt6",0.486779024942514,0.474469577244729,0.590700279180579,0.469063248624251,0.601664020625802,0.712508972696817,0.579937919298045,0.696337719432211
"Spata5",0.690388611091401,0.557904128386421,0.775168200586641,0.646719944500916,0.769321299046479,0.745418030313729,0.987144269061186,0.954426798527688
"Spry1",0.0998135421722461,0.0851873867421009,0.112450082273499,0.0686583580019797,0.0608480581394662,0.023683501295821,0.0648128813304178,0.0708210134457715
"Gm5148",0.0615348378021048,0.0367511624045455,0.0905131675398079,0.0437260034696596,0.0711621013112657,0.0090572548307136,0.0283708179994536,0.0723964598876993
"Ankrd50",0.311928490977175,0.302703758591301,0.416026302481601,0.302429114863043,0.439129755775315,0.209821512133575,0.203875012770163,0.47169867734898
"Fat4",0.0245151574830643,0.0296411595439259,0.023098437640121,0.0248838249137827,0.0387189156772073,0.0178247544106941,0.0652871375106815,0.00932448452176251
"Gm9845",0.000237758126124903,0,0,0,0,0,0.000423732633908032,0
"Intu",0.12408186611276,0.293207476015731,0.166849318574576,0.264685363454319,0.159332301437062,0.268815263778793,0.229070219265259,0.289766194656644
"Slc25a31",0.0122162519915993,0.0101659283650537,0.0122489758781189,0.0160458843642159,0.00720217312053067,0.0109597106024385,0.0366171902158396,0.0594510205955628
"Hspa4l",0.29490492453644,0.330803671864612,0.450581286377373,0.316261242523085,0.405254403230005,0.357420190363028,0.457494149732968,0.479361822208169
"Plk4",0.218015598806098,0.203806760774834,0.245033270257634,0.196157400041556,0.226306879222673,0.229221883693249,0.277766608439747,0.325390857350236
"Mfsd8",0.192256753797103,0.234491268441308,0.223721956435571,0.198886364536152,0.211092887965564,0.231140089080607,0.32324822642895,0.290972405746305
"3110057O12Rik",0.373812024651528,0.412257176330639,0.445803136615943,0.360504680940931,0.43767196935904,0.43177997566538,0.536158349994713,0.432747284488918
"1700034I23Rik",0.00198781339549075,0.000999435207881308,0.00476467822411086,0.00292615403269959,0.00238181300371869,0.00300792682132133,0,0.011072494648793
"Larp1b",0.365816047012859,0.611107985241146,0.399909338418091,0.405202605373188,0.379526198401372,0.664192834155477,0.698620775533803,0.761516758122452
"Pgrmc2",0.353811541549338,0.370558030154162,0.411575569526753,0.363952632597334,0.447752225333129,0.60758553588842,0.562497748367466,0.469167176340532
"Jade1",0.4741048883428,0.36795642142607,0.469987472074157,0.421142920985767,0.46502463157951,0.28858328170151,0.440103634038412,0.888580970017752
"Sclt1",0.308929591441085,0.234380651284943,0.371284625979031,0.293440946401809,0.415326947387246,0.155763194022898,0.343548050547896,0.406855676092672
"D3Ertd751e",0.265340879747791,0.206096314073819,0.310250262459258,0.252349827623645,0.373796639989865,0.127290065281711,0.28398311080003,0.357276831962088
"Pcdh10",0.00551837700570137,0.0101869573623116,0.00735482711593816,0.0127784514247629,0.00737628923431863,0.00421696464945096,0.0286239048875006,0
"Pabpc4l",0.000381036488079461,0.00031731125135572,0.00211644999845285,0.000404362607354722,0.0013548808680227,0,0.0015621823610529,0
"Pcdh18",9.61485230046981e-05,0.00404422333683397,0.00153858212404232,0.00349565398617531,0.00178803040074877,0.00555593097229356,0.00454869339854209,0
"Ccrn4l",0.236739423970682,0.330393964286605,0.439859151974981,0.358923435433408,0.343908243019756,0.281759880826009,0.69598300061979,0.240728346183864
"Elf2",0.838830292894266,0.802404627250947,0.890693010502869,0.974680401782036,0.948753704470778,0.888898102525399,0.933334329768235,0.950322849364599
"Mgarp",0.0628844956225531,0.0313687291531419,0.133161649033786,0.0788179815672243,0.0546083546889426,0.0121299355509907,0.0958682029246081,0.152232792663378
"Ndufc1",0.0902564535017279,0.095912451832439,0.123867832936699,0.103857156265475,0.136518278120984,0.174279549687151,0.195641204338158,0.103890187195665
"Naa15",0.361141137766425,0.218953803753422,0.379647643394303,0.405144380568289,0.386926776899441,0.237069974559189,0.386492924001014,0.385420909497906
"Rab33b",0.397768991110711,0.326226099587468,0.450094370756857,0.34671502842891,0.401921435289034,0.317840445327242,0.303732785589601,0.61788067140537
"Setd7",0.392119126927779,0.579718347112746,0.534123043002408,0.528225444476608,0.558010038326186,0.546391481310485,0.449380777197538,0.74811820723937
"Mgst2",0.132777122928789,0.215988873428177,0.119835082334296,0.135903200415779,0.13064520455798,0.0706086019977452,0.14547486040642,0.140552400384409
"Maml3",1.24797616112767,0.958016177239069,0.871986582376592,1.46300650718283,1.29502960806024,1.05689592490366,0.972114432924824,1.43227823766027
"Foxo1",0.849595138745515,0.118785926274986,0.919892656894889,0.434306297631952,0.982138942157212,0.0995747018643121,0.290514405147108,0.993254398952495
"Cog6",0.228393549257052,0.10674601731979,0.205549825983803,0.166549139482424,0.204424805789656,0.0713667573776007,0.141624911527984,0.199705333633215
"Lhfp",0.12437563307033,0.0397630463206954,0.0937680632823758,0.0788649229901623,0.277739588309981,0.0226426781327335,0.139568074374959,0.0463659048526354
"Nhlrc3",0.313714669521174,0.223826441917471,0.317574030441733,0.317033516889538,0.357899243010818,0.228192287799133,0.220850326724642,0.251476497977147
"Proser1",0.341759224408636,0.221933828342866,0.333196416595357,0.278897576410486,0.352069860451963,0.212976583656872,0.228422415625789,0.292785986713235
"Stoml3",0.0532472775003982,0.00906631836857172,0.0338651156043577,0.0348922740989512,0.018787210005613,0.0122639750092006,0.0399975856579018,0.049708158546192
"Frem2",0.0508431143193882,0.034040278730543,0.0629154385760368,0.029758284902292,0.202778114395641,0.0124725890498607,0.0888552746697382,0.0208655890349243
"Gm10985",0.000753815512954919,0.00031731125135572,0.000714798290034915,0.000188546790111316,0,0,0,0.00590251780076846
"Ufm1",0.226500598797664,0.189307854303944,0.124905599038782,0.201504891269141,0.253285306975949,0.211473205706051,0.147293650391801,0.263859403617733
"Trpc4",0.0245887345400964,0.0191047554317632,0.0239113078632964,0.029307893780859,0.0194343249427461,0.0166647426874778,0.0481178960177035,0.0342966822572271
"Postn",0.00487677104138077,0.00614721408901373,0.00725427907077953,0.00888571844620158,0,0.00743192458892586,0.00955573123574336,0
"Gm5641",0,0,0,0.00018295193367949,0,0,0.000358308800114019,0
"Supt20",0.494135785937115,0.509487248206558,0.51329408815028,0.398355752663706,0.514209204584828,0.697049256777526,0.435836666093384,0.481986510071059
"Supt20.1",0.386585850522832,0.474405714448911,0.373725757164893,0.305253925530583,0.426179906241189,0.594481881520187,0.387978731721649,0.399821454997596
"Gm21958",0.00629928540682276,0.000506326323942827,0.00490990948543543,0.0021195212534166,0.00136993356277676,0.00589834817171254,0.00396148874521868,0.00654915033629862
"Exosc8",0.239923789282341,0.315112883676688,0.347562251382731,0.247489986651287,0.338614936598717,0.344573143070518,0.302074693941534,0.363781398497838
"Alg5",0.242704294511425,0.318851102816123,0.363104603323032,0.254614170964571,0.348945462757687,0.347121138606958,0.312024849859253,0.39683900760961
"Smad9",0.0471267012179048,0.0252878385701447,0.0452037499213085,0.0408485276752475,0.050448913155583,0.0246635231592579,0.0752348447656349,0.0532747835483997
"Rfxap",0.167116771248961,0.202839844541982,0.185403513336474,0.190508001594945,0.216529148037565,0.200081603494199,0.231843062132591,0.141024357285776
"Sertm1",0.00264948123591503,0.00081891075895621,0.0011061817230695,0.00194316635809667,0,0.00312617634438311,0.010244640444292,0.0164074066144723
"Ccna1",0.000969745842553563,0.00293802982557063,0.00923869644983386,0.00507500146658342,0.00256773444513268,0.00350440220468566,0.00461356027256329,0
"Spg20",0.132658487612314,0.0764498631210811,0.181412898878681,0.154742026875807,0.182191727648058,0.026243323730451,0.144801215826475,0.203694206879561
"Ccdc169",0.00909116840949175,0.011307427440423,0.0283614656730702,0.0220368408543232,0.0243447066697271,0.00173612977185847,0.0237554291547925,0.058833103756547
"Sohlh2",0.00440601611711141,0.000557805248909193,0.0067578413017904,0.00301739545838527,0.00702911478505602,0.00045946866923883,0.00762807179884135,0.00358476494890749
"Dclk1",0.0346191975723695,0.0393085408988751,0.137769820889862,0.140716397080273,0.096615885996146,0.0372414470717255,0.147091691523533,0.0234459962945145
"Gm21954",0.000723393278780091,0.00257181145362953,0.00595131133855,0.000520911192513467,0.00635961546764148,0,0.00413235147165414,0
"Mab21l1",0.00291228826951516,0.00531349257062338,0.0161592068561267,0.0333383006985748,0.043756606117709,0.00185778802580577,0.013727198057312,0.00906451394002985
"F830104G03Rik",0,0,0,0,0,0.00174895285970119,0,0
"Tm4sf1",0.00148531071216564,0.0564145304960286,0.00494276143292424,0.0148291135240177,0.0089924839026489,0.00630701815118422,0.0162031926382323,0.0033204747691425
"Tm4sf4",0.00475684904781913,0.00341367818066133,0,0.00616108505257518,0.0033340265274596,0.0019900724488309,0.00527750115712144,0
